市区町村名,都道府県,緯度,経度
交野市,大阪府,34.78805556,135.68
大阪狭山市,大阪府,34.50361111,135.5555556
阪南市,大阪府,34.35944444,135.2397222
島本町,大阪府,34.88388889,135.6627778
豊能町,大阪府,34.91888889,135.4941667
能勢町,大阪府,34.9725,135.4141667
忠岡町,大阪府,34.48694444,135.4011111
熊取町,大阪府,34.40138889,135.3561111
田尻町,大阪府,34.39361111,135.2911111
岬町,大阪府,34.31694444,135.1422222
太子町,大阪府,34.51861111,135.6480556
河南町,大阪府,34.49166667,135.6297222
千早赤阪村,大阪府,34.46444444,135.6225
神戸市,兵庫県,34.69,135.1955556
神戸市 東灘区,兵庫県,34.72027778,135.2655556
神戸市 灘区,兵庫県,34.7125,135.2394444
神戸市 兵庫区,兵庫県,34.68055556,135.1652778
神戸市 長田区,兵庫県,34.66555556,135.1508333
神戸市 須磨区,兵庫県,34.65027778,135.1302778
神戸市 垂水区,兵庫県,34.63055556,135.0569444
神戸市 北区,兵庫県,34.72722222,135.1444444
神戸市 中央区,兵庫県,34.695,135.1977778
神戸市 西区,兵庫県,34.68305556,134.9816667
姫路市,兵庫県,34.81527778,134.6855556
尼崎市,兵庫県,34.73333333,135.4063889
明石市,兵庫県,34.64305556,134.9975
西宮市,兵庫県,34.73777778,135.3419444
洲本市,兵庫県,34.3425,134.8955556
芦屋市,兵庫県,34.72694444,135.3044444
伊丹市,兵庫県,34.78416667,135.4008333
相生市,兵庫県,34.80361111,134.4680556
豊岡市,兵庫県,35.54444444,134.82
加古川市,兵庫県,34.75694444,134.8413889
赤穂市,兵庫県,34.755,134.3902778
西脇市,兵庫県,34.98343,134.97973
宝塚市,兵庫県,34.8,135.3602778
三木市,兵庫県,34.79666667,134.99
高砂市,兵庫県,34.76583333,134.7905556
川西市,兵庫県,34.83,135.4172222
小野市,兵庫県,34.857867,134.939799
三田市,兵庫県,34.88944444,135.2252778
加西市,兵庫県,34.92777778,134.8419444
丹波篠山市,兵庫県,35.07583333,135.2191667
養父市,兵庫県,35.40472222,134.7675
丹波市,兵庫県,35.17722222,135.0358333
南あわじ市,兵庫県,34.294417,134.779952
朝来市,兵庫県,35.33972222,134.8530556
淡路市,兵庫県,34.44,134.9147222
宍粟市,兵庫県,35.00444444,134.5494444
加東市,兵庫県,34.9175,134.9736111
たつの市,兵庫県,34.85805556,134.5455556
猪名川町,兵庫県,34.895,135.3761111
多可町,兵庫県,35.05027778,134.9233333
稲美町,兵庫県,34.74888889,134.9136111
播磨町,兵庫県,34.71527778,134.8680556
市川町,兵庫県,34.98944444,134.7630556
福崎町,兵庫県,34.95027778,134.7602778
神河町,兵庫県,35.06416667,134.7394444
太子町,兵庫県,34.833246,134.572319
上郡町,兵庫県,34.87361111,134.3561111
佐用町,兵庫県,35.00416667,134.3558333
香美町,兵庫県,35.63222222,134.6291667
新温泉町,兵庫県,35.62333333,134.4491667
奈良市,奈良県,34.685,135.8047222
大和高田市,奈良県,34.515,135.7363889
大和郡山市,奈良県,34.64944444,135.7827778
天理市,奈良県,34.59666667,135.8372222
橿原市,奈良県,34.50916667,135.7925
桜井市,奈良県,34.51861111,135.8433333
五條市,奈良県,34.356358,135.695556
御所市,奈良県,34.46333333,135.7402778
生駒市,奈良県,34.69194444,135.7005556
香芝市,奈良県,34.54138889,135.6991667
葛城市,奈良県,34.48916667,135.7266667
宇陀市,奈良県,34.52777778,135.9525
山添村,奈良県,34.68138889,136.0438889
平群町,奈良県,34.62916667,135.7005556
三郷町,奈良県,34.60027778,135.6955556
斑鳩町,奈良県,34.60888889,135.7305556
安堵町,奈良県,34.60666667,135.7566667
川西町,奈良県,34.58444444,135.7741667
三宅町,奈良県,34.57361111,135.7730556
田原本町,奈良県,34.55666667,135.795
曽爾村,奈良県,34.51055556,136.1247222
御杖村,奈良県,34.48805556,136.1661111
高取町,奈良県,34.44944444,135.7930556
明日香村,奈良県,34.47111111,135.8205556
上牧町,奈良県,34.56277778,135.7166667
王寺町,奈良県,34.59472222,135.7069444
広陵町,奈良県,34.54277778,135.7508333
河合町,奈良県,34.57833333,135.7366667
吉野町,奈良県,34.39611111,135.8577778
大淀町,奈良県,34.39055556,135.79
下市町,奈良県,34.36111111,135.7919444
黒滝村,奈良県,34.30916667,135.8522222
天川村,奈良県,34.24194444,135.8552778
野迫川村,奈良県,34.16638889,135.6330556
十津川村,奈良県,33.98861111,135.7925
下北山村,奈良県,34.005,135.9552778
上北山村,奈良県,34.13444444,136.0002778
川上村,奈良県,34.33833333,135.9544444
東吉野村,奈良県,34.40361111,135.9683333
和歌山市,和歌山県,34.23055556,135.1708333
海南市,和歌山県,34.157533,135.239675
橋本市,和歌山県,34.31472222,135.6052778
有田市,和歌山県,34.08305556,135.1277778
御坊市,和歌山県,33.89138889,135.1525
田辺市,和歌山県,33.72805556,135.3777778
新宮市,和歌山県,33.72416667,135.9925
紀の川市,和歌山県,34.26972222,135.3625
岩出市,和歌山県,34.25638889,135.3111111
紀美野町,和歌山県,34.16694444,135.3080556
かつらぎ町,和歌山県,34.29638889,135.5041667
九度山町,和歌山県,34.28722222,135.5622222
高野町,和歌山県,34.21611111,135.5866667
湯浅町,和歌山県,34.029418,135.190427
広川町,和歌山県,34.03,135.1730556
有田川町,和歌山県,34.0575,135.2161111
美浜町,和歌山県,33.89361111,135.1333333
日高町,和歌山県,33.92555556,135.1408333
由良町,和歌山県,33.95944444,135.1183333
印南町,和歌山県,33.819533,135.222515
みなべ町,和歌山県,33.7725,135.3216667
日高川町,和歌山県,33.91166667,135.1861111
白浜町,和歌山県,33.67805556,135.3480556
上富田町,和歌山県,33.69611111,135.4288889
すさみ町,和歌山県,33.55027778,135.4966667
那智勝浦町,和歌山県,33.62611111,135.9408333
太地町,和歌山県,33.59416667,135.9438889
古座川町,和歌山県,33.53194444,135.8147222
北山村,和歌山県,33.93194444,135.9694444
串本町,和歌山県,33.485686,135.787016
鳥取市,鳥取県,35.494376,134.222133
米子市,鳥取県,35.42805556,133.3311111
倉吉市,鳥取県,35.43,133.8255556
境港市,鳥取県,35.53972222,133.2316667
岩美町,鳥取県,35.57583333,134.3319444
若桜町,鳥取県,35.34,134.4008333
智頭町,鳥取県,35.265,134.2266667
八頭町,鳥取県,35.40916667,134.2508333
三朝町,鳥取県,35.40861111,133.8625
湯梨浜町,鳥取県,35.49,133.8647222
琴浦町,鳥取県,35.49527778,133.6927778
北栄町,鳥取県,35.49,133.7586111
日吉津村,鳥取県,35.44027778,133.3805556
大山町,鳥取県,35.51083333,133.4961111
南部町,鳥取県,35.34027778,133.3266667
伯耆町,鳥取県,35.38527778,133.4075
日南町,鳥取県,35.16305556,133.3061111
日野町,鳥取県,35.24083333,133.4427778
江府町,鳥取県,35.27599,133.478963
松江市,島根県,35.46805556,133.0486111
浜田市,島根県,34.89916667,132.08
出雲市,島根県,35.36694444,132.7547222
益田市,島根県,34.675,131.8427778
大田市,島根県,35.19222222,132.4997222
安来市,島根県,35.43166667,133.2508333
江津市,島根県,35.011621,132.217754
雲南市,島根県,35.307718,132.900345
奥出雲町,島根県,35.1975,133.0025
飯南町,島根県,35,132.7138889
川本町,島根県,34.995211,132.495853
美郷町,島根県,35.07666667,132.5911111
邑南町,島根県,34.89388889,132.4377778
津和野町,島根県,34.541961,131.83508
吉賀町,島根県,34.35361111,131.935
海士町,島根県,36.09666667,133.0969444
西ノ島町,島根県,36.091825,133.013467
知夫村,島根県,36.01416667,133.0397222
隠岐の島町,島根県,36.213394,133.311818
岡山市,岡山県,34.655,133.9197222
岡山市 北区,岡山県,34.655,133.9197222
岡山市 中区,岡山県,34.67083333,133.9430556
岡山市 東区,岡山県,34.65833333,134.0363889
岡山市 南区,岡山県,34.54388889,133.8652778
倉敷市,岡山県,34.585,133.7719444
津山市,岡山県,35.06944444,134.0044444
玉野市,岡山県,34.49194444,133.9458333
笠岡市,岡山県,34.50722222,133.5072222
井原市,岡山県,34.59777778,133.4638889
総社市,岡山県,34.67277778,133.7466667
高梁市,岡山県,34.79138889,133.6166667
新見市,岡山県,34.97722222,133.4702778
備前市,岡山県,34.745,134.1880556
瀬戸内市,岡山県,34.665,134.0927778
赤磐市,岡山県,34.75527778,134.0188889
真庭市,岡山県,35.07555556,133.7527778
美作市,岡山県,35.00861111,134.1486111
浅口市,岡山県,34.52777778,133.585
和気町,岡山県,34.80277778,134.1575
早島町,岡山県,34.60055556,133.8283333
里庄町,岡山県,34.51361111,133.5569444
矢掛町,岡山県,34.62777778,133.5872222
新庄村,岡山県,35.17944444,133.5677778
鏡野町,岡山県,35.09194444,133.9330556
勝央町,岡山県,35.04194444,134.1161111
奈義町,岡山県,35.12305556,134.1775
西粟倉村,岡山県,35.17138889,134.3363889
久米南町,岡山県,34.92916667,133.9608333
美咲町,岡山県,34.99777778,133.9583333
吉備中央町,岡山県,34.8625,133.6938889
広島市,広島県,34.38527778,132.4552778
広島市 中区,広島県,34.38611111,132.4552778
広島市 東区,広島県,34.39527778,132.4827778
広島市 南区,広島県,34.38,132.4691667
広島市 西区,広島県,34.39388889,132.4344444
広島市 安佐南区,広島県,34.45194444,132.4716667
広島市 安佐北区,広島県,34.51833333,132.5077778
広島市 安芸区,広島県,34.37166667,132.5255556
広島市 佐伯区,広島県,34.36444444,132.3608333
呉市,広島県,34.24916667,132.5658333
竹原市,広島県,34.34166667,132.9069444
三原市,広島県,34.3975,133.0786111
尾道市,広島県,34.40888889,133.205
福山市,広島県,34.48583333,133.3625
府中市,広島県,34.56833333,133.2363889
三次市,広島県,34.80583333,132.8516667
庄原市,広島県,34.85777778,133.0166667
大竹市,広島県,34.23805556,132.2222222
東広島市,広島県,34.42694444,132.7436111
廿日市市,広島県,34.34861111,132.3316667
安芸高田市,広島県,34.66638889,132.7038889
江田島市,広島県,34.17490134,132.46229356
府中町,広島県,34.3925,132.5044444
海田町,広島県,34.37222222,132.5361111
熊野町,広島県,34.33583333,132.5844444
坂町,広島県,34.34138889,132.5138889
安芸太田町,広島県,34.57666667,132.2269444
北広島町,広島県,34.67444444,132.5383333
大崎上島町,広島県,34.26972222,132.9152778
世羅町,広島県,34.58666667,133.0566667
神石高原町,広島県,34.703612,133.251651
下関市,山口県,33.95777778,130.9413889
宇部市,山口県,33.95166667,131.2466667
山口市,山口県,34.17833333,131.4738889
萩市,山口県,34.40805556,131.3991667
防府市,山口県,34.05194444,131.5627778
下松市,山口県,34.015,131.8702778
岩国市,山口県,34.16694444,132.2197222
光市,山口県,33.96166667,131.9422222
長門市,山口県,34.37111111,131.1822222
柳井市,山口県,33.96388889,132.1016667
美祢市,山口県,34.16666667,131.2058333
周南市,山口県,34.05527778,131.8061111
山陽小野田市,山口県,34.00333333,131.1819444
周防大島町,山口県,33.9275,132.1952778
和木町,山口県,34.20222222,132.2202778
上関町,山口県,33.83083333,132.1108333
田布施町,山口県,33.95472222,132.0413889
平生町,山口県,33.93805556,132.0733333
阿武町,山口県,34.50333333,131.4711111
徳島市,徳島県,34.07027778,134.5547222
鳴門市,徳島県,34.1725,134.6088889
小松島市,徳島県,34.00472222,134.5905556
阿南市,徳島県,33.92166667,134.6594444
吉野川市,徳島県,34.06638889,134.3586111
阿波市,徳島県,34.102138,134.297456
美馬市,徳島県,34.05333333,134.17
三好市,徳島県,34.02583333,133.8072222
勝浦町,徳島県,33.93138889,134.5113889
上勝町,徳島県,33.88888889,134.4019444
佐那河内村,徳島県,33.99305556,134.4533333
石井町,徳島県,34.07472222,134.4405556
神山町,徳島県,33.96722222,134.3505556
那賀町,徳島県,33.85722222,134.4958333
牟岐町,徳島県,33.66833333,134.4208333
美波町,徳島県,33.73472222,134.5355556
海陽町,徳島県,33.60194444,134.3519444
松茂町,徳島県,34.13388889,134.5802778
北島町,徳島県,34.12555556,134.5469444
藍住町,徳島県,34.12666667,134.495
板野町,徳島県,34.14416667,134.4625
上板町,徳島県,34.12138889,134.405
つるぎ町,徳島県,34.03722222,134.0641667
東みよし町,徳島県,34.03666667,133.9369444
高松市,香川県,34.34277778,134.0466667
丸亀市,香川県,34.28944444,133.7977778
坂出市,香川県,34.31638889,133.8605556
善通寺市,香川県,34.22833333,133.7872222
観音寺市,香川県,34.12722222,133.6616667
さぬき市,香川県,34.32527778,134.1722222
東かがわ市,香川県,34.24388889,134.3588889
三豊市,香川県,34.18277777,133.715
土庄町,香川県,34.486653,134.188629
小豆島町,香川県,34.479714,134.30888
三木町,香川県,34.26833333,134.1344444
直島町,香川県,34.46,133.9955556
宇多津町,香川県,34.31055556,133.8255556
綾川町,香川県,34.24944444,133.9230556
琴平町,香川県,34.19138889,133.8233333
多度津町,香川県,34.2725,133.7536111
まんのう町,香川県,34.19222222,133.8413889
松山市,愛媛県,33.83916667,132.7655556
今治市,愛媛県,34.06611111,132.9977778
宇和島市,愛媛県,33.22333333,132.5605556
八幡浜市,愛媛県,33.46305556,132.4233333
新居浜市,愛媛県,33.96027778,133.2833333
西条市,愛媛県,33.91972222,133.1811111
大洲市,愛媛県,33.50638889,132.5447222
伊予市,愛媛県,33.7575,132.7038889
四国中央市,愛媛県,33.98083333,133.5491667
西予市,愛媛県,33.36305556,132.5111111
東温市,愛媛県,33.79111111,132.8719444
上島町,愛媛県,34.2575,133.2044444
久万高原町,愛媛県,33.65555556,132.9016667
松前町,愛媛県,33.7875,132.7113889
砥部町,愛媛県,33.74916667,132.7922222
内子町,愛媛県,33.53305556,132.6580556
伊方町,愛媛県,33.48833333,132.3541667
松野町,愛媛県,33.22722222,132.7108333
鬼北町,愛媛県,33.25583333,132.6841667
愛南町,愛媛県,32.96222222,132.5833333
高知市,高知県,33.55888889,133.5313889
室戸市,高知県,33.29,134.1519444
安芸市,高知県,33.5025,133.9072222
南国市,高知県,33.57555556,133.6413889
土佐市,高知県,33.49611111,133.4252778
須崎市,高知県,33.40083333,133.2830556
宿毛市,高知県,32.93888889,132.7261111
土佐清水市,高知県,32.78138889,132.955
四万十市,高知県,32.99138889,132.9338889
香南市,高知県,33.56416667,133.7005556
香美市,高知県,33.60388889,133.6861111
東洋町,高知県,33.52805556,134.28
奈半利町,高知県,33.42416667,134.0211111
田野町,高知県,33.42777778,134.0083333
安田町,高知県,33.43833333,133.9811111
北川村,高知県,33.44777778,134.0422222
馬路村,高知県,33.55527778,134.0480556
芸西村,高知県,33.52694444,133.8091667
本山町,高知県,33.75694444,133.5916667
大豊町,高知県,33.768594,133.642959
土佐町,高知県,33.73694444,133.5322222
大川村,高知県,33.78361111,133.4666667
いの町,高知県,33.54861111,133.4277778
仁淀川町,高知県,33.575286,133.171
中土佐町,高知県,33.329273,133.224785
佐川町,高知県,33.50083333,133.2866667
越知町,高知県,33.53277778,133.2519444
檮原町,高知県,33.39194444,132.9269444
日高村,高知県,33.53472222,133.3733333
津野町,高知県,33.44666667,133.1994444
四万十町,高知県,33.211606,133.137037
大月町,高知県,32.84138889,132.7069444
三原村,高知県,32.90611111,132.8472222
黒潮町,高知県,33.024965,133.004158
北九州市,福岡県,33.88333333,130.8752778
北九州市 門司区,福岡県,33.94111111,130.9597222
北九州市 若松区,福岡県,33.90555556,130.8111111
北九州市 戸畑区,福岡県,33.89333333,130.8297222
北九州市 小倉北区,福岡県,33.88083333,130.8736111
北九州市 小倉南区,福岡県,33.84638889,130.8847222
北九州市 八幡東区,福岡県,33.86361111,130.8119444
北九州市 八幡西区,福岡県,33.86138889,130.7602778
福岡市,福岡県,33.59,130.4016667
福岡市 東区,福岡県,33.61777778,130.4175
福岡市 博多区,福岡県,33.59138889,130.415
福岡市 中央区,福岡県,33.58916667,130.3930556
福岡市 南区,福岡県,33.56166667,130.4266667
福岡市 西区,福岡県,33.58277778,130.3230556
福岡市 城南区,福岡県,33.57583333,130.37
福岡市 早良区,福岡県,33.58194444,130.3483333
大牟田市,福岡県,33.03027778,130.4461111
久留米市,福岡県,33.31944444,130.5083333
直方市,福岡県,33.74388889,130.7297222
飯塚市,福岡県,33.64583333,130.6913889
田川市,福岡県,33.63888889,130.8061111
柳川市,福岡県,33.16305556,130.4061111
八女市,福岡県,33.21194444,130.5577778
筑後市,福岡県,33.21222222,130.5022222
大川市,福岡県,33.20666667,130.3838889
行橋市,福岡県,33.72861111,130.9830556
豊前市,福岡県,33.61166667,131.1302778
中間市,福岡県,33.81666667,130.7091667
小郡市,福岡県,33.39638889,130.5555556
筑紫野市,福岡県,33.487386,130.526007
春日市,福岡県,33.53277778,130.4702778
大野城市,福岡県,33.53638889,130.4788889
宗像市,福岡県,33.80555556,130.5405556
太宰府市,福岡県,33.51277778,130.5238889
古賀市,福岡県,33.72888889,130.47
福津市,福岡県,33.76694444,130.4911111
うきは市,福岡県,33.34722222,130.755
宮若市,福岡県,33.72361111,130.6666667
嘉麻市,福岡県,33.598421,130.719217
朝倉市,福岡県,33.42333333,130.6655556
みやま市,福岡県,33.1525,130.4747222
糸島市,福岡県,33.55722222,130.1955556
那珂川市,福岡県,33.49944444,130.4222222
宇美町,福岡県,33.56777778,130.5111111
篠栗町,福岡県,33.62388889,130.5263889
志免町,福岡県,33.59138889,130.4797222
須恵町,福岡県,33.58722222,130.5072222
新宮町,福岡県,33.71527778,130.4466667
久山町,福岡県,33.64666667,130.5
粕屋町,福岡県,33.61083333,130.4805556
芦屋町,福岡県,33.89388889,130.6638889
水巻町,福岡県,33.85472222,130.6947222
岡垣町,福岡県,33.85361111,130.6113889
遠賀町,福岡県,33.84805556,130.6683333
小竹町,福岡県,33.696782,130.707784
鞍手町,福岡県,33.79194444,130.6741667
桂川町,福岡県,33.57888889,130.6780556
筑前町,福岡県,33.45694444,130.5952778
東峰村,福岡県,33.39722222,130.87
大刀洗町,福岡県,33.3725,130.6225
大木町,福岡県,33.21055556,130.4397222
広川町,福岡県,33.24138889,130.5513889
香春町,福岡県,33.66805556,130.8472222
添田町,福岡県,33.57166667,130.8541667
糸田町,福岡県,33.65277778,130.7791667
川崎町,福岡県,33.6,130.8152778
大任町,福岡県,33.612164,130.853742
赤村,福岡県,33.61666667,130.8708333
福智町,福岡県,33.68333333,130.78
苅田町,福岡県,33.77611111,130.9805556
みやこ町,福岡県,33.69916667,130.9205556
吉富町,福岡県,33.60277778,131.1761111
上毛町,福岡県,33.57833333,131.1644444
築上町,福岡県,33.65611111,131.0561111
佐賀市,佐賀県,33.26333333,130.3008333
唐津市,佐賀県,33.45,129.9686111
鳥栖市,佐賀県,33.37777778,130.5061111
多久市,佐賀県,33.28861111,130.1102778
伊万里市,佐賀県,33.26472222,129.8808333
武雄市,佐賀県,33.194873,130.021557
鹿島市,佐賀県,33.10416667,130.0986111
小城市,佐賀県,33.273776,130.21728
嬉野市,佐賀県,33.12777778,130.06
神埼市,佐賀県,33.311423,130.371662
吉野ヶ里町,佐賀県,33.32111111,130.3988889
基山町,佐賀県,33.42694444,130.5230556
上峰町,佐賀県,33.31944444,130.4261111
みやき町,佐賀県,33.325,130.4544444
玄海町,佐賀県,33.47222222,129.8747222
有田町,佐賀県,33.21055556,129.8491667
大町町,佐賀県,33.21388889,130.1161111
江北町,佐賀県,33.22055556,130.1572222
白石町,佐賀県,33.18083333,130.1433333
太良町,佐賀県,33.01944444,130.1791667
長崎市,長崎県,32.75027778,129.8777778
佐世保市,長崎県,33.18,129.7155556
島原市,長崎県,32.78805556,130.3705556
諫早市,長崎県,32.84416667,130.0536111
大村市,長崎県,32.9,129.9583333
平戸市,長崎県,33.36805556,129.5538889
松浦市,長崎県,33.34111111,129.7091667
対馬市,長崎県,34.20277778,129.2875
壱岐市,長崎県,33.75,129.6911111
五島市,長崎県,32.69555556,128.8408333
西海市,長崎県,32.93305556,129.6430556
雲仙市,長崎県,32.835,130.1875
南島原市,長崎県,32.65972222,130.2977778
長与町,長崎県,32.82527778,129.875
時津町,長崎県,32.82888889,129.8486111
東彼杵町,長崎県,33.03694444,129.9172222
川棚町,長崎県,33.07277778,129.8613889
波佐見町,長崎県,33.13805556,129.8955556
小値賀町,長崎県,33.19111111,129.0591667
佐々町,長崎県,33.23833333,129.6505556
新上五島町,長崎県,32.98444444,129.0733333
熊本市,熊本県,32.80333333,130.7080556
熊本市 中央区,熊本県,32.80328437,130.708129
熊本市 東区,熊本県,32.78026533,130.7672631
熊本市 西区,熊本県,32.77648925,130.6475529
熊本市 南区,熊本県,32.71526057,130.6789092
熊本市 北区,熊本県,32.9036181,130.694254
八代市,熊本県,32.5075,130.6019444
人吉市,熊本県,32.216889,130.739392
荒尾市,熊本県,32.98666667,130.4333333
水俣市,熊本県,32.21194444,130.4088889
玉名市,熊本県,32.935266,130.562877
山鹿市,熊本県,33.01666667,130.6913889
菊池市,熊本県,32.97972222,130.8130556
宇土市,熊本県,32.68722715,130.6586359
上天草市,熊本県,32.5875,130.4305556
宇城市,熊本県,32.64777778,130.6841667
阿蘇市,熊本県,32.95222222,131.1213889
天草市,熊本県,32.45861111,130.1930556
合志市,熊本県,32.88583333,130.7897222
美里町,熊本県,32.63972222,130.7888889
玉東町,熊本県,32.91888889,130.6286111
南関町,熊本県,33.06166667,130.5413889
長洲町,熊本県,32.92972222,130.4527778
和水町,熊本県,32.97805556,130.6058333
大津町,熊本県,32.87888889,130.8683333
菊陽町,熊本県,32.8625,130.8286111
南小国町,熊本県,33.09833333,131.0708333
小国町,熊本県,33.12138889,131.0683333
産山村,熊本県,32.99555556,131.2169444
高森町,熊本県,32.82722222,131.1219444
西原村,熊本県,32.83472222,130.9030556
南阿蘇村,熊本県,32.845046,131.017881
御船町,熊本県,32.71444444,130.8019444
嘉島町,熊本県,32.74,130.7572222
益城町,熊本県,32.800608,130.817015
甲佐町,熊本県,32.65138889,130.8116667
山都町,熊本県,32.685,130.99
氷川町,熊本県,32.5825,130.6736111
芦北町,熊本県,32.29888889,130.4930556
津奈木町,熊本県,32.23388889,130.4402778
錦町,熊本県,32.20111111,130.8411111
多良木町,熊本県,32.26416667,130.9358333
湯前町,熊本県,32.27611111,130.9811111
水上村,熊本県,32.31444444,131.0094444
相良村,熊本県,32.23527778,130.7980556
五木村,熊本県,32.39694444,130.8277778
山江村,熊本県,32.24638889,130.7672222
球磨村,熊本県,32.25277778,130.6513889
あさぎり町,熊本県,32.24027778,130.8980556
苓北町,熊本県,32.51305556,130.0547222
大分市,大分県,33.23944444,131.6097222
別府市,大分県,33.28472222,131.4911111
中津市,大分県,33.59833333,131.1883333
日田市,大分県,33.32111111,130.9413889
佐伯市,大分県,32.96027778,131.8994444
臼杵市,大分県,33.12583333,131.8047222
津久見市,大分県,33.0725,131.8611111
竹田市,大分県,32.97305556,131.3983333
豊後高田市,大分県,33.556202,131.446931
杵築市,大分県,33.41694444,131.6161111
宇佐市,大分県,33.53194444,131.3494444
豊後大野市,大分県,32.97805556,131.585
由布市,大分県,33.18,131.4266667
国東市,大分県,33.563327,131.732264
姫島村,大分県,33.72444444,131.6452778
日出町,大分県,33.36944444,131.5325
九重町,大分県,33.22833333,131.1888889
玖珠町,大分県,33.28333333,131.1513889
宮崎市,宮崎県,31.90777778,131.4202778
都城市,宮崎県,31.71972222,131.0616667
延岡市,宮崎県,32.58222222,131.665
日南市,宮崎県,31.60194444,131.3788889
小林市,宮崎県,31.99666667,130.9727778
日向市,宮崎県,32.42277778,131.6238889
串間市,宮崎県,31.46472222,131.2286111
西都市,宮崎県,32.10861111,131.4013889
えびの市,宮崎県,32.04555556,130.8111111
三股町,宮崎県,31.73083333,131.125
高原町,宮崎県,31.92833333,131.0077778
国富町,宮崎県,31.99055556,131.3236111
綾町,宮崎県,31.99916667,131.2530556
高鍋町,宮崎県,32.12833333,131.5033333
新富町,宮崎県,32.06888889,131.4877778
西米良村,宮崎県,32.22638889,131.1544444
木城町,宮崎県,32.16388889,131.4733333
川南町,宮崎県,32.19194444,131.5258333
都農町,宮崎県,32.25666667,131.5597222
門川町,宮崎県,32.470914,131.646471
諸塚村,宮崎県,32.51222222,131.3302778
椎葉村,宮崎県,32.46666667,131.1575
美郷町,宮崎県,32.44027778,131.4233333
高千穂町,宮崎県,32.71166667,131.3077778
日之影町,宮崎県,32.659465,131.380909
五ヶ瀬町,宮崎県,32.68305556,131.1961111
鹿児島市,鹿児島県,31.59694444,130.5572222
鹿屋市,鹿児島県,31.37833333,130.8522222
枕崎市,鹿児島県,31.27277778,130.2969444
阿久根市,鹿児島県,32.01444444,130.1927778
出水市,鹿児島県,32.09055556,130.3527778
指宿市,鹿児島県,31.25277778,130.6330556
西之表市,鹿児島県,30.7325,130.9975
垂水市,鹿児島県,31.49277778,130.7011111
薩摩川内市,鹿児島県,31.81333333,130.3041667
日置市,鹿児島県,31.63361111,130.4022222
曽於市,鹿児島県,31.65361111,131.0191667
霧島市,鹿児島県,31.74111111,130.7630556
いちき串木野市,鹿児島県,31.71472222,130.2719444
南さつま市,鹿児島県,31.41666667,130.3233333
志布志市,鹿児島県,31.477502,131.099836
奄美市,鹿児島県,28.37722222,129.4938889
南九州市,鹿児島県,31.37833333,130.4416667
伊佐市,鹿児島県,32.05722222,130.6130556
姶良市,鹿児島県,31.72833333,130.6277778
三島村,鹿児島県,31.59444444,130.5608333
十島村,鹿児島県,31.59305556,130.5605556
さつま町,鹿児島県,31.90638889,130.4552778
長島町,鹿児島県,32.19916667,130.1769444
湧水町,鹿児島県,31.95166667,130.7211111
大崎町,鹿児島県,31.42916667,131.0058333
東串良町,鹿児島県,31.38583333,130.9733333
錦江町,鹿児島県,31.24361111,130.7877778
南大隅町,鹿児島県,31.21722222,130.7683333
肝付町,鹿児島県,31.34472222,130.9452778
中種子町,鹿児島県,30.53305556,130.9586111
南種子町,鹿児島県,30.41361111,130.9008333
屋久島町,鹿児島県,30.389893,130.651119
大和村,鹿児島県,28.35805556,129.3952778
宇検村,鹿児島県,28.28083333,129.2975
瀬戸内町,鹿児島県,28.14638889,129.3147222
龍郷町,鹿児島県,28.41305556,129.5894444
喜界町,鹿児島県,28.31694444,129.94
徳之島町,鹿児島県,27.72666667,129.0186111
天城町,鹿児島県,27.81166,128.897749
伊仙町,鹿児島県,27.67361111,128.9375
和泊町,鹿児島県,27.39222222,128.6552778
知名町,鹿児島県,27.33361111,128.5736111
与論町,鹿児島県,27.044904,128.421675
那覇市,沖縄県,26.212295,127.679218
宜野湾市,沖縄県,26.28166667,127.7783333
石垣市,沖縄県,24.344419,124.185246
浦添市,沖縄県,26.24583333,127.7219444
名護市,沖縄県,26.59166667,127.9775
糸満市,沖縄県,26.12361111,127.6658333
沖縄市,沖縄県,26.33416667,127.8055556
豊見城市,沖縄県,26.177136,127.681225
うるま市,沖縄県,26.37916667,127.8575
宮古島市,沖縄県,24.789971,125.294752
南城市,沖縄県,26.16319,127.770625
国頭村,沖縄県,26.74583333,128.1780556
大宜味村,沖縄県,26.70166667,128.1202778
東村,沖縄県,26.63333333,128.1569444
今帰仁村,沖縄県,26.6825,127.9727778
本部町,沖縄県,26.65805556,127.8980556
恩納村,沖縄県,26.4975,127.8536111
宜野座村,沖縄県,26.48166667,127.9755556
金武町,沖縄県,26.45611111,127.9261111
伊江村,沖縄県,26.71333333,127.8072222
読谷村,沖縄県,26.39611111,127.7444444
嘉手納町,沖縄県,26.36166667,127.7552778
北谷町,沖縄県,26.32,127.7638889
北中城村,沖縄県,26.30111111,127.7930556
中城村,沖縄県,26.26201,127.789618
西原町,沖縄県,26.222856,127.758819
与那原町,沖縄県,26.19944444,127.7547222
南風原町,沖縄県,26.19111111,127.7286111
渡嘉敷村,沖縄県,26.1975,127.3644444
座間味村,沖縄県,26.22888889,127.3033333
粟国村,沖縄県,26.5825,127.2272222
渡名喜村,沖縄県,26.37222222,127.1411111
南大東村,沖縄県,25.82888889,131.2319444
北大東村,沖縄県,25.94583333,131.2988889
伊平屋村,沖縄県,27.03916667,127.9686111
伊是名村,沖縄県,26.92833333,127.9411111
